Date,Platform,Followers,Likes,Shares,Comments,EngagementRate
2026-01-08,Twitter,1356,185,91,20,0.16
2026-01-08,Instagram,4367,58,64,18,0.24
2026-01-09,Facebook,1816,376,19,11,0.06
2026-01-09,Twitter,4296,327,28,41,0.14
2026-01-09,Instagram,3113,257,76,29,0.24
2026-01-10,Facebook,4336,237,30,18,0.1
2026-01-10,Twitter,3736,328,47,10,0.19
2026-01-10,Instagram,2250,74,22,17,0.07
2026-01-11,Facebook,2619,195,63,32,0.18
2026-01-11,Twitter,3579,117,50,38,0.06
2026-01-11,Instagram,3769,441,10,20,0.24
2026-01-12,Facebook,3453,478,17,9,0.07
2026-01-12,Twitter,1941,387,86,6,0.17
2026-01-12,Instagram,3660,419,51,16,0.06
2026-01-13,Facebook,3982,298,59,15,0.22
2026-01-13,Twitter,1798,358,30,18,0.22
2026-01-13,Instagram,2251,265,69,47,0.25
2026-01-14,Facebook,4534,489,23,22,0.21
2026-01-14,Twitter,4603,397,64,37,0.22
2026-01-14,Instagram,3738,229,53,41,0.19
2026-01-15,Facebook,926,217,84,42,0.13
2026-01-15,Twitter,2166,359,26,20,0.18
2026-01-15,Instagram,1484,95,76,48,0.2
2026-01-16,Facebook,3061,134,30,44,0.08
2026-01-16,Twitter,4360,114,10,27,0.11
2026-01-16,Instagram,4214,476,27,36,0.12
2026-01-17,Facebook,1290,195,91,19,0.08
2026-01-17,Twitter,2682,350,48,22,0.06
2026-01-17,Instagram,1481,184,54,24,0.19
2026-01-18,Facebook,2170,186,61,35,0.09
2026-01-18,Twitter,2959,350,81,27,0.11
2026-01-18,Instagram,4629,166,96,21,0.19
2026-01-19,Facebook,2785,74,62,45,0.15
2026-01-19,Twitter,3096,87,10,49,0.11
2026-01-19,Instagram,3681,217,7,39,0.06
2026-01-20,Facebook,2064,421,92,49,0.1
2026-01-20,Twitter,2848,202,49,47,0.17
2026-01-20,Instagram,2561,270,23,27,0.14
2026-01-21,Facebook,3688,178,46,23,0.08
2026-01-21,Twitter,2671,285,59,22,0.11
2026-01-21,Instagram,844,183,25,10,0.17
2026-01-22,Facebook,2314,88,35,46,0.2
2026-01-22,Twitter,2840,293,22,28,0.13
2026-01-22,Instagram,1278,64,8,44,0.18
2026-01-23,Facebook,2211,258,20,19,0.08
2026-01-23,Twitter,4132,325,83,22,0.23
2026-01-23,Instagram,4476,62,8,46,0.2
2026-01-24,Facebook,4060,144,12,7,0.06
2026-01-24,Twitter,1940,316,46,17,0.09
2026-01-24,Instagram,4139,86,78,13,0.2
2026-01-25,Facebook,4001,295,60,27,0.17
2026-01-25,Twitter,2655,390,27,33,0.11
2026-01-25,Instagram,978,246,99,29,0.08
2026-01-26,Facebook,1587,285,59,21,0.09
2026-01-26,Twitter,3884,171,96,46,0.2
2026-01-26,Instagram,4578,235,86,15,0.18
2026-01-27,Facebook,2015,374,87,26,0.13
2026-01-27,Twitter,2290,431,66,20,0.21
2026-01-27,Instagram,4232,373,19,29,0.11
2026-01-28,Facebook,3717,149,11,34,0.12
2026-01-28,Twitter,1967,160,55,12,0.07
2026-01-28,Instagram,2377,322,67,49,0.22
2026-01-29,Facebook,3393,85,29,10,0.19
2026-01-29,Twitter,2981,334,29,21,0.18
2026-01-29,Instagram,3178,75,32,7,0.09
2026-01-30,Facebook,1487,70,58,43,0.2
2026-01-30,Twitter,2611,161,90,11,0.08
2026-01-30,Instagram,4768,206,67,12,0.19
2026-01-31,Facebook,3906,428,7,49,0.06
2026-01-31,Twitter,3130,50,95,20,0.22
2026-01-31,Instagram,3958,90,79,46,0.16
2026-02-01,Facebook,1489,112,41,45,0.11
2026-02-01,Twitter,3056,276,52,9,0.25
2026-02-01,Instagram,1171,224,66,39,0.22
2026-02-02,Facebook,1246,417,65,35,0.08
2026-02-02,Twitter,3739,73,27,22,0.13
2026-02-02,Instagram,4369,384,83,10,0.12
2026-02-03,Facebook,3094,313,83,7,0.18
2026-02-03,Twitter,1783,401,65,36,0.25
2026-02-03,Instagram,2707,290,17,5,0.06
2026-02-04,Facebook,4974,285,82,33,0.15
2026-02-04,Twitter,3349,464,68,29,0.08
2026-02-04,Instagram,4439,143,97,24,0.13
